Pos,ID,Name,BV,SV,Team,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,489,Toti,3.8,3.8,Wolves,24,1.094,25,1.072,24,1.015,19,1.049,23,1.029,21,1.117,24,1.015
D,531,Vinagre,4.3,4.3,Everton,3,1.05,5,1.03,5,1.07,5,1.022,4,1.019,6,1.076,6,1.104
M,164,Riedewald,4.2,4.2,Crystal Palace,3,1.082,4,1.064,3,1.052,2,0.995,2,1.049,2,1.039,3,1.082
M,381,Colback,4.1,4.1,Nott'm Forest,8,1.044,6,1.031,7,1.056,4,1.095,5,1.039,5,1.031,5,1.064
M,681,Scarpa,4.7,4.7,Nott'm Forest,3,1.006,3,1.01,6,1.028,9,1.076,9,1.036,12,1.083,11,1.086
G,289,Kelleher,4.0,4.0,Liverpool,1,0.033,2,1.032,3,2.091,3,1.042,3,1.041,3,1.044,2,1.045
D,221,Cooper,4.4,4.4,Leeds,2,1.03,3,1.057,4,1.087,5,1.009,7,1.034,6,1.051,7,1.05
D,372,Lewis,4.4,4.4,Newcastle,1,-0.005,1,1.05,2,1.057,3,1.078,3,2.023,2,1.082,3,1.031
G,401,McCarthy,4.3,4.3,Southampton,1,1.009,3,1.044,3,1.022,5,1.047,6,1.053,5,1.028,5,1.037
G,517,Strakosha,4.3,4.3,Brentford,2,1.039,3,1.03,3,1.044,5,1.033,4,1.039,3,1.031,4,1.024
G,176,Begović,3.9,3.9,Everton,1,1.015,2,1.019,3,1.04,4,1.026,4,1.023,4,1.034,4,1.045
D,613,Kurzawa,4.3,4.3,Fulham,0,0.029,1,0.962,3,1.959,6,1.054,7,1.113,6,1.043,8,1.029
D,362,Dummett,3.9,3.9,Newcastle,0,-0.014,1,1.048,2,1.054,2,1.077,2,1.943,3,1.067,2,0.99
D,623,Caleta-Car,4.4,4.4,Southampton,7,0.973,7,1.068,9,0.984,6,1.058,5,1.041,6,0.962,9,0.99
M,269,Soumaré,4.4,4.4,Leicester,18,1.025,18,1.044,17,1.033,19,1.03,19,0.965,20,0.945,21,1.001
D,141,Chalobah,4.4,4.4,Chelsea,0,0.0,11,1.01,11,0.983,12,1.108,10,1.037,9,1.897,8,0.956
M,629,Traoré,4.3,4.3,Wolves,3,1.002,4,0.989,3,0.957,5,0.986,4,0.965,5,1.039,5,0.964
D,388,Worrall,4.2,4.2,Nott'm Forest,31,0.992,19,0.967,11,0.95,12,1.027,16,0.956,16,0.951,13,0.984
M,721,João Gomes,4.5,4.5,Wolves,26,0.926,28,0.905,31,0.933,31,1.02,30,0.966,30,1.123,33,0.933
D,105,Duffy,4.3,4.3,Fulham,0,0.085,1,0.035,2,2.091,2,1.09,4,1.156,3,1.12,4,1.089
D,379,Cook,4.3,4.3,Nott'm Forest,7,0.938,5,0.928,3,0.934,3,0.991,5,0.934,5,0.928,5,0.965
D,413,Lyanco,4.4,4.4,Southampton,9,0.936,3,0.987,6,0.919,3,0.987,2,0.931,5,0.918,3,0.92
D,364,Krafth,4.3,4.3,Newcastle,0,0.008,0,0.065,2,1.084,3,1.107,7,2.099,7,1.168,6,1.064
D,475,Coady,4.8,4.8,Everton,8,1.063,11,1.053,14,1.13,18,1.071,19,1.074,0,-0.024,20,1.192
M,119,Sarmiento,4.5,4.5,Brighton,0,0.0,0,0.162,0,0.207,0,0.214,6,2.249,9,2.445,10,1.184
M,21,Maitland-Niles,4.8,4.8,Southampton,0,-0.13,41,1.139,42,1.037,40,1.135,39,1.11,41,1.035,37,1.045
G,35,Olsen,3.9,3.9,Aston Villa,1,0.036,2,1.063,4,1.048,3,1.066,3,1.067,3,1.038,4,1.043
D,157,Clyne,4.5,4.5,Crystal Palace,1,-0.047,6,0.988,7,0.984,16,1.018,20,1.121,21,1.107,19,1.127
G,426,Forster,3.9,3.9,Spurs,1,0.011,2,1.036,4,1.02,4,1.05,3,1.045,4,1.049,5,1.061
M,661,Hall,4.3,4.3,Chelsea,0,0.0,1,0.004,1,0.977,2,1.106,2,1.102,2,2.029,2,1.044
G,72,Travers,4.2,4.2,Bournemouth,0,0.015,2,1.038,2,1.043,2,1.033,3,1.036,4,1.031,4,1.04
G,578,Robles,4.0,4.0,Leeds,0,0.027,2,1.038,3,1.047,2,1.014,3,1.032,5,1.039,3,1.039
D,256,Ricardo,4.3,4.3,Leicester,0,0.017,0,0.053,5,1.159,21,1.268,38,1.176,44,1.181,47,1.37
D,420,Salisu,4.3,4.3,Southampton,1,-0.151,5,0.997,10,0.937,20,1.104,22,1.091,22,1.008,24,1.023
D,226,Dallas,4.9,4.9,Leeds,0,0.033,0,0.02,2,1.072,9,1.054,12,1.115,14,1.152,16,1.132
M,101,Lallana,4.8,4.8,Brighton,0,0.0,0,0.122,0,0.169,0,0.117,7,1.226,18,2.531,25,1.378
D,487,Aït-Nouri,4.1,4.1,Wolves,0,-0.096,1,0.902,3,0.916,3,0.937,3,0.923,2,0.958,3,0.916
M,287,Keita,4.7,4.7,Liverpool,0,0.081,0,0.018,0,0.068,3,1.091,13,1.275,20,1.337,23,1.436
D,250,Bertrand,3.9,3.9,Leicester,0,0.014,1,0.042,3,1.094,2,1.037,2,0.987,2,0.977,2,1.019
D,511,Richards,4.4,4.4,Nott'm Forest,0,-0.033,1,-0.023,1,0.985,3,1.09,3,1.028,3,1.024,3,1.053
D,84,Ajer,4.5,4.5,Brentford,0,-0.016,0,-0.027,0,0.05,5,1.026,21,1.191,35,1.177,41,1.169
F,659,Mateo Joseph,4.5,4.5,Leeds,0,0.03,0,0.017,1,0.047,1,0.985,2,1.008,2,1.022,3,1.047
F,669,Mubama,4.5,4.5,West Ham,0,0.043,0,-0.004,1,-0.0,1,1.005,1,1.006,1,1.05,1,1.027
M,515,Lewis-Potter,5.2,5.2,Brentford,0,0.042,0,0.022,0,0.109,0,0.012,3,1.152,11,1.264,21,1.436
D,445,Emerson Royal,4.8,4.8,Spurs,0,-0.058,0,-0.039,0,-0.065,0,-0.011,5,1.071,23,1.242,40,1.358
M,58,Stanislas,4.8,4.8,Bournemouth,0,0.013,0,0.054,0,0.06,1,0.01,1,1.022,2,1.014,2,1.084
M,490,Chiquinho,5.0,5.0,Wolves,0,0.486,0,0.465,0,0.433,0,0.454,0,0.444,0,0.512,0,0.433
D,664,Lembikisa,4.0,4.0,Wolves,0,0.002,0,-0.004,1,0.969,1,-0.012,1,-0.025,1,1.039,1,0.969
D,328,Jones,3.8,3.8,Man Utd,0,0.0,1,-0.017,1,0.96,1,1.004,1,0.023,1,0.026,0,0.024
D,501,Phillips,3.8,3.8,Liverpool,0,0.053,0,0.004,0,0.039,1,0.003,1,0.026,1,0.004,1,1.053
G,626,Karius,3.9,3.9,Newcastle,0,0.022,0,0.027,0,0.025,0,0.017,0,0.047,1,1.029,0,0.015
M,179,Townsend,5.4,5.4,Everton,0,0.017,0,-0.003,0,0.026,0,-0.011,0,-0.008,0,0.031,1,1.085
D,555,Ashby,3.8,3.8,Newcastle,0,-0.01,0,0.039,1,1.046,1,-0.017,0,0.017,1,0.018,0,-0.02
D,273,Brunt,3.9,3.9,Leicester,0,0.01,1,1.036,1,0.043,0,0.017,0,-0.025,0,-0.035,0,-0.0
M,678,Price,4.5,4.5,Everton,1,-0.065,0,-0.085,0,-0.077,0,-0.093,1,-0.083,1,-0.061,1,0.954
D,474,Boly,4.1,4.1,Nott'm Forest,0,-0.105,0,-0.108,0,-0.08,0,-0.036,0,-0.082,0,-0.108,2,0.952
F,150,Broja,5.2,5.2,Chelsea,0,0.0,0,0.047,0,0.027,0,0.088,0,0.087,0,0.056,0,0.039
M,336,Van de Beek,5.1,5.1,Man Utd,0,0.0,0,0.019,0,0.04,0,0.036,0,0.056,0,0.104,0,0.067
D,268,Justin,4.1,4.1,Leicester,0,0.049,0,0.069,0,0.074,0,0.057,0,-0.004,0,-0.017,0,0.035
G,502,Carson,3.8,3.8,Man City,0,0.0,0,0.019,0,0.058,0,0.032,0,0.03,0,0.035,0,0.017
D,399,Biancone,4.2,4.2,Nott'm Forest,0,0.011,0,0.013,0,0.021,0,0.073,0,0.016,0,0.013,0,0.041
G,497,Adrián,3.8,3.8,Liverpool,0,0.026,0,0.014,0,0.052,0,0.022,0,0.02,0,0.023,0,0.026
G,348,Heaton,3.8,3.8,Man Utd,0,0.0,0,0.014,0,0.03,0,0.015,0,0.019,1,0.064,1,0.036
M,506,Adams,4.9,4.9,Leeds,0,-0.106,0,-0.118,0,-0.092,0,-0.168,0,-0.153,0,-0.133,9,0.932
F,354,Wood,5.6,5.6,Nott'm Forest,0,-0.01,0,-0.013,0,0.033,0,0.076,0,0.026,0,-0.013,0,0.052
G,236,Klaesson,3.8,3.8,Leeds,0,0.027,0,0.019,1,0.034,1,0.003,1,0.019,0,0.011,1,0.026
M,665,Doak,4.5,4.5,Liverpool,0,0.043,0,0.0,0,0.028,0,-0.002,0,0.013,0,-0.0,1,0.044
G,571,Randolph,4.0,4.0,Bournemouth,0,0.015,0,0.019,0,0.024,0,0.014,0,0.016,0,0.01,1,0.027
M,584,Clark,4.5,4.5,Liverpool,0,0.043,0,0.0,0,0.028,0,-0.002,0,0.013,0,-0.0,0,0.037
G,518,Hennessey,3.9,3.9,Nott'm Forest,0,0.009,0,0.01,1,0.02,0,0.02,0,0.01,0,0.01,0,0.023
G,635,Bettinelli,4.0,4.0,Chelsea,0,0.0,0,0.02,0,0.003,0,0.03,0,0.025,0,0.004,0,0.014
G,424,Caballero,3.9,3.9,Southampton,0,0.003,0,0.024,0,0.002,0,0.019,0,0.024,0,0.002,1,0.017
F,608,Kalajdžić,5.3,5.3,Wolves,0,0.026,0,0.017,0,-0.011,0,0.009,0,-0.001,0,0.064,0,-0.011
D,78,Jansson,4.2,4.2,Brentford,0,0.009,0,-0.002,0,0.065,0,-0.007,0,0.03,0,0.001,0,-0.007
D,253,Vestergaard,3.8,3.8,Leicester,0,0.017,0,0.035,0,0.041,1,0.032,0,-0.023,0,-0.033,0,0.006
F,663,Perkins,4.5,4.5,Leeds,0,0.03,0,0.017,0,0.039,0,-0.021,0,-0.006,0,0.006,0,0.003
M,630,Nwaneri,4.5,4.5,Arsenal,0,0.04,0,-0.033,0,-0.004,0,-0.02,1,-0.005,1,0.05,1,0.03
M,4,Elneny,4.1,4.1,Arsenal,0,0.047,0,-0.034,0,-0.005,0,-0.021,0,-0.012,0,0.048,1,0.033
F,529,Scamacca,6.6,6.6,West Ham,0,0.046,0,-0.02,0,-0.042,0,-0.008,0,0.0,0,0.043,0,0.013
G,656,Bishop,4.0,4.0,Man Utd,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,672,Kadan Young,4.5,4.5,Aston Villa,2,0.0,1,0.0,0,0.0,0,0.0,1,0.0,1,0.0,1,0.0
M,667,Sekularac,4.5,4.5,Fulham,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,671,Morgan,4.5,4.5,Southampton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,657,Fraser,4.5,4.5,Wolves,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,658,Griffiths,4.4,4.4,Wolves,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,660,Shoretire,4.5,4.5,Man Utd,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,670,Marschall,4.0,4.0,Aston Villa,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,662,Cannon,4.5,4.5,Everton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,668,Cozier-Duberry,4.5,4.5,Arsenal,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,666,Dale Taylor,4.5,4.5,Nott'm Forest,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,10351,Gabriel Slonina,99.9,99.9,Chelsea,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,655,Hein,3.9,3.9,Arsenal,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0
M,654,Wells-Morrison,4.5,4.5,Crystal Palace,1,0.0,2,0.0,2,0.0,1,0.0,1,0.0,1,0.0,1,0.0
M,624,Edozie,4.6,4.6,Southampton,1,0.0,1,0.0,2,0.0,1,0.0,1,0.0,1,0.0,2,0.0
G,100,Balcombe,4.0,4.0,Brentford,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,627,Jakupović,4.0,4.0,Everton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,99,Bidstrup,4.5,4.5,Brentford,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,631,Sousa,4.0,4.0,Arsenal,1,0.0,1,0.0,1,0.0,2,0.0,1,0.0,1,0.0,1,0.0
M,632,Trevitt,4.4,4.4,Brentford,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,1,0.0,0,0.0
G,633,Cox,3.9,3.9,Brentford,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,634,Gordon,4.5,4.5,Crystal Palace,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,636,Parkes,4.0,4.0,Fulham,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,1,0.0,1,0.0
D,637,John,4.0,4.0,Everton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,638,Bogarde,4.0,4.0,Aston Villa,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,639,Braybrooke,4.5,4.5,Leicester,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,640,Turns,4.0,4.0,Brighton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,641,Godo,4.5,4.5,Fulham,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,642,Balmer,4.0,4.0,Crystal Palace,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,643,Mainoo,4.5,4.5,Man Utd,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,644,Goodman,4.0,4.0,Crystal Palace,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,645,Wormleighton,4.0,4.0,Leicester,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
D,646,Crama,4.0,4.0,Brentford,0,0.0,1,0.0,1,0.0,3,0.0,2,0.0,2,0.0,1,0.0
D,674,Bennett,4.0,4.0,Man Utd,0,0.0,1,0.0,1,0.0,1,0.0,0,0.0,1,0.0,0,0.0
M,647,Payne,4.5,4.5,Southampton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,10264,Jed Steer,99.9,99.9,Aston Villa,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,1,0.0,1,0.0
M,648,Finnigan,4.5,4.5,Southampton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,649,Plain,4.0,4.0,Bournemouth,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,650,Yarmolyuk,4.5,4.5,Brentford,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,1,0.0,0,0.0
D,98,Thompson,4.0,4.0,Brentford,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,652,Furlong,4.0,4.0,Brighton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,653,Hutchinson,4.2,4.2,Chelsea,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,10263,Mason Greenwood,99.9,99.9,Man Utd,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,673,Humphreys,4.5,4.5,Chelsea,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,756,McGill,4.0,4.0,Brighton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,675,Smith,4.0,4.0,Nott'm Forest,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,38,Hause,4.4,4.4,Aston Villa,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,739,Anang,4.0,4.0,West Ham,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,738,Kinsey-Wellings,4.0,4.0,Bournemouth,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,737,Greenwood,4.0,4.0,Bournemouth,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,736,Offiah,4.0,4.0,Brighton,0,0.0,3,0.0,2,0.0,1,0.0,1,0.0,2,0.0,2,0.0
M,735,Marçal-Madivadua,4.5,4.5,Leicester,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,9,Pépé,5.3,5.3,Arsenal,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,17,Tavares,4.5,4.5,Arsenal,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,20,Pablo Marí,4.5,4.5,Arsenal,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,22,Torreira,4.5,4.5,Arsenal,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,24,Turner,3.8,3.8,Arsenal,1,0.0,2,0.0,2,0.0,4,0.0,4,0.0,3,0.0,4,0.0
M,27,Marquinhos,4.6,4.6,Arsenal,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,759,Jurado,4.0,4.0,Man Utd,0,0.0,1,0.0,0,0.0,1,0.0,1,0.0,1,0.0,0,0.0
D,722,Zabarnyi,4.5,4.5,Bournemouth,0,0.0,8,0.0,3,0.0,3,0.0,3,0.0,4,0.0,5,0.0
G,10023,Alfie Whiteman,99.9,99.9,Spurs,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0
M,36,Sanson,4.3,4.3,Aston Villa,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,740,Hegyi,3.9,3.9,West Ham,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,741,Miley,4.5,4.5,Newcastle,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0
D,742,Chilokoa-Mullen,4.0,4.0,Leeds,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.0
D,750,C.Robinson,4.0,4.0,Fulham,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0
M,755,Patterson,4.5,4.5,Aston Villa,2,0.0,2,0.0,1,0.0,0,0.0,0,0.0,1,0.0,1,0.0
D,754,Revan,4.0,4.0,Aston Villa,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,1,0.0,1,0.0
G,753,Wright,4.0,4.0,Aston Villa,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,757,Samuels-Smith,4.0,4.0,Everton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,752,Olakigbe,4.5,4.5,Brentford,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,1,0.0,0,0.0
D,751,Walters,4.0,4.0,Arsenal,2,0.0,2,0.0,1,0.0,1,0.0,1,0.0,2,0.0,2,0.0
G,749,G.Shelvey,4.0,4.0,Nott'm Forest,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,743,Monteiro,4.0,4.0,Leeds,0,0.0,0,0.0,1,0.0,1,0.0,1,0.0,0,0.0,1,0.0
M,748,Mundle,4.5,4.5,Spurs,2,0.0,2,0.0,3,0.0,2,0.0,1,0.0,1,0.0,1,0.0
M,758,Abbott,4.5,4.5,Spurs,2,0.0,2,0.0,3,0.0,2,0.0,2,0.0,1,0.0,1,0.0
G,747,Wickens,4.0,4.0,Fulham,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,746,Casey,4.0,4.0,West Ham,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0
G,745,Zych,4.0,4.0,Aston Villa,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,744,Swinkels,4.0,4.0,Aston Villa,1,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
M,719,Ayari,4.5,4.5,Brighton,0,0.0,18,0.0,14,0.0,16,0.0,12,0.0,11,0.0,10,0.0
G,717,Bentley,4.0,4.0,Wolves,0,0.0,1,0.0,1,0.0,1,0.0,2,0.0,2,0.0,1,0.0
M,676,Ozoh,4.5,4.5,Crystal Palace,1,0.0,1,0.0,2,0.0,1,0.0,1,0.0,1,0.0,1,0.0
D,716,Bree,4.5,4.5,Southampton,13,0.0,5,0.0,5,0.0,5,0.0,4,0.0,3,0.0,5,0.0
M,696,Dacosta Gonzalez,4.4,4.4,Bournemouth,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,695,Adu-Adjei,4.5,4.5,Bournemouth,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,74,Dembélé,4.7,4.7,Bournemouth,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,10241,Benjamin Mendy,99.9,99.9,Man City,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,10249,Matty Longstaff,99.9,99.9,Newcastle,2,0.0,4,0.0,3,0.0,3,0.0,4,0.0,4,0.0,4,0.0
G,77,Dennis,3.9,3.9,Bournemouth,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,82,Canós,5.0,5.0,Brentford,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,687,McAteer,4.5,4.5,Leicester,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,685,Butler-Oyedeji,4.5,4.5,Arsenal,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,684,D.D.Fofana,5.0,5.0,Chelsea,0,0.0,0,0.0,1,0.0,1,0.0,2,0.0,2,0.0,2,0.0
M,683,Kuol,4.5,4.5,Newcastle,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,91,Bech,4.5,4.5,Brentford,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,96,Goode,3.9,3.9,Brentford,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,97,Forss,4.5,4.5,Brentford,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,677,Hinshelwood,4.5,4.5,Brighton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,697,Sadi,4.5,4.5,Bournemouth,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,63,Marcondes,4.7,4.7,Bournemouth,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,61,Lowe,5.2,5.2,Bournemouth,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,54,Archer,4.2,4.2,Aston Villa,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,41,Nakamba,4.3,4.3,Aston Villa,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,10104,Mark Gillespie,99.9,99.9,Newcastle,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,49,Iroegbunam,4.5,4.5,Aston Villa,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,712,Perrone,4.4,4.4,Man City,0,0.0,8,0.0,10,0.0,11,0.0,12,0.0,12,0.0,14,0.0
M,51,El Ghazi,4.8,4.8,Aston Villa,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,52,Davis,5.4,5.4,Aston Villa,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,55,Philogene-Bidace,4.5,4.5,Aston Villa,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,10201,Teden Mengi,99.9,99.9,Man Utd,0,0.0,1,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0
G,707,Sinisalo,4.0,4.0,Aston Villa,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,706,Pollock,4.5,4.5,Bournemouth,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,56,Guilbert,3.9,3.9,Aston Villa,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,702,Andrey Santos,4.5,4.5,Chelsea,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,622,Larios,4.0,4.0,Southampton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,10150,Andy Lonergan,99.9,99.9,Everton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,68,Pearson,4.4,4.4,Bournemouth,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,402,Romeu,4.8,4.8,Southampton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,621,Badé,4.5,4.5,Nott'm Forest,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,251,Albrighton,4.7,4.7,Leicester,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,243,Hjelde,3.9,3.9,Leeds,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,492,Šarkić,3.9,3.9,Wolves,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,247,Gyabi,4.2,4.2,Leeds,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,488,Fabio Silva,5.5,5.5,Wolves,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,248,Schmeichel,5.0,5.0,Leicester,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,485,Cundle,4.4,4.4,Wolves,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,260,Pérez,4.7,4.7,Leicester,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,495,Matthews,4.0,4.0,Crystal Palace,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,263,Choudhury,4.5,4.5,Leicester,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,298,Ramsay,3.9,3.9,Liverpool,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
