ID,Name,Pos,Team,Price,22_fix,22_xmins,22_pts,22_g,22_a,22_cs,22_bon,22_dmins,22_likelihood,23_fix,23_xmins,23_pts,23_g,23_a,23_cs,23_bon,23_dmins,23_likelihood,24_fix,24_xmins,24_pts,24_g,24_a,24_cs,24_bon,24_dmins,24_likelihood,25_fix,25_xmins,25_pts,25_g,25_a,25_cs,25_bon,25_dmins,25_likelihood,26_fix,26_xmins,26_pts,26_g,26_a,26_cs,26_bon,26_dmins,26_likelihood
361,Gayle,4,NEW,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
362,Dummett,2,NEW,39,(H): WHU,2,0.092,0,0.002,0.002,0.009,2,1,(A): BOU(A): WHU,1.85,0.08800000000000001,0,0.002,0.002,0.008,1.83 2.57,1 0.03,(H): LIV(A): WHU,2.49,0.10300000000000001,0,0.002,0.002,0.006,2.49 2.51,1 0.03,,0,0,0,0,0,0,,,(A): MCI(H): BHA,3.08,0.114,0,0.001,0.001,0.004,3.01 3.74,1 0.1
363,Manquillo,2,NEW,42,(H): WHU,0,0,0,0,0,0,0,1,(A): BOU(A): WHU,0,0,0,0,0,0,0 0,1 0.03,(H): LIV(A): WHU,0,0,0,0,0,0,0 0,1 0.03,,0,0,0,0,0,0,,,(A): MCI(H): BHA,0.83,0.03,0,0,0,0.002,0.64 2.69,1 0.1
364,Krafth,2,NEW,43,(H): WHU,0,0,0,0,0,0,0,1,(A): BOU(A): WHU,0,0,0,0,0,0,0 0,1 0.03,(H): LIV(A): WHU,0,0,0,0,0,0,0 0,1 0.03,,0,0,0,0,0,0,,,(A): MCI(H): BHA,0,0,0,0,0,0,0 0,1 0.1
365,Murphy,3,NEW,42,(H): WHU,15.13,0.852,0.023,0.031,0.021,0.053,15.13,1,(A): BOU(A): WHU,9.69,0.601,0.016,0.021,0.007,0.036000000000000004,9.7 9.46,1 0.03,(H): LIV(A): WHU,8.99,0.531,0.011,0.018000000000000002,0.005,0.026000000000000002,8.97 9.73,1 0.03,,0,0,0,0,0,0,,,(A): MCI(H): BHA,7.42,0.45499999999999996,0.007,0.009000000000000001,0.004,0.016,7.43 7.29,1 0.1
366,Schär,2,NEW,52,(H): WHU,83.31,4.459,0.093,0.056,0.431,0.535,83.31,1,(A): BOU(A): WHU,78.68,4.401999999999999,0.09,0.059000000000000004,0.424,0.517,78.69 78.45,1 0.03,(H): LIV(A): WHU,76.47,3.291,0.07200000000000001,0.048,0.281,0.309,76.46 76.73,1 0.03,,0,0,0,0,0,0,,,(A): MCI(H): BHA,75.35,2.27,0.052,0.031,0.162,0.135,75.38 75.08,1 0.1
367,Targett,2,NEW,47,(H): WHU,1.09,0.043,0,0.002,0.001,0.006,1.09,1,(A): BOU(A): WHU,8.33,0.40800000000000003,0.002,0.016,0.023,0.049,8.24 11.36,1 0.03,(H): LIV(A): WHU,18.57,0.807,0.004,0.028,0.051000000000000004,0.067,18.56 18.8,1 0.03,,0,0,0,0,0,0,,,(A): MCI(H): BHA,22.35,0.752,0.003,0.024,0.038,0.034999999999999996,22.58 20.04,1 0.1
368,Saint-Maximin,3,NEW,61,(H): WHU,60.1,3.357,0.138,0.188,0.31,0.319,60.1,1,(A): BOU(A): WHU,53.19,3.17,0.134,0.183,0.274,0.298,53.24 51.65,1 0.03,(H): LIV(A): WHU,53.77,2.882,0.115,0.153,0.195,0.266,53.77 53.69,1 0.03,,0,0,0,0,0,0,,,(A): MCI(H): BHA,47.23,2.247,0.076,0.093,0.101,0.149,46.93 50.27,1 0.1
369,Almirón,3,NEW,58,(H): WHU,73.3,3.624,0.161,0.136,0.396,0.321,73.3,1,(A): BOU(A): WHU,70.81,3.615,0.159,0.144,0.395,0.305,70.78 71.94,1 0.03,(H): LIV(A): WHU,69.3,3.1239999999999997,0.125,0.116,0.268,0.23500000000000001,69.34 68.04,1 0.03,,0,0,0,0,0,0,,,(A): MCI(H): BHA,64.15,2.6510000000000002,0.089,0.077,0.148,0.16599999999999998,64.29 62.79,1 0.1
370,S.Longstaff,3,NEW,43,(H): WHU,84.29,3.075,0.082,0.103,0.435,0.17,84.29,1,(A): BOU(A): WHU,80.63,3.093,0.085,0.108,0.433,0.17200000000000001,80.65 79.92,1 0.03,(H): LIV(A): WHU,78.28,2.696,0.068,0.085,0.28700000000000003,0.122,78.23 79.95,1 0.03,,0,0,0,0,0,0,,,(A): MCI(H): BHA,64.19,2.069,0.04,0.048,0.135,0.086,64.16 64.48,1 0.1
371,Joelinton,3,NEW,59,(H): WHU,77.03,3.284,0.144,0.123,0.41,0.218,77.03,1,(A): BOU(A): WHU,75.85,3.404,0.146,0.134,0.417,0.224,75.82 76.73,1 0.03,(H): LIV(A): WHU,74.77,2.958,0.124,0.11,0.28300000000000003,0.16,74.85 72.13,1 0.03,,0,0,0,0,0,0,,,(A): MCI(H): BHA,61.77,2.2430000000000003,0.073,0.067,0.137,0.102,61.93 60.18,1 0.1
372,Lewis,2,NEW,44,(H): WHU,7.14,0.319,0.002,0.007,0.012,0.028,7.14,1,(A): BOU(A): WHU,4.87,0.221,0.001,0.005,0.006,0.02,4.82 6.37,1 0.03,(H): LIV(A): WHU,4.28,0.168,0.001,0.004,0.004,0.009,4.32 3.05,1 0.03,,0,0,0,0,0,0,,,(A): MCI(H): BHA,4.01,0.136,0.001,0.002,0.002,0.004,3.99 4.26,1 0.1
373,Willock,3,NEW,47,(H): WHU,68.22,3.322,0.147,0.118,0.379,0.209,68.22,1,(A): BOU(A): WHU,66.03,3.41,0.156,0.127,0.379,0.223,66.07 64.64,1 0.03,(H): LIV(A): WHU,61.86,2.881,0.12000000000000001,0.099,0.245,0.164,61.84 62.51,1 0.03,,0,0,0,0,0,0,,,(A): MCI(H): BHA,53.27,2.289,0.076,0.059000000000000004,0.124,0.099,53.12 54.79,1 0.1
374,Bruno Guimarães,3,NEW,56,(H): WHU,0,0,0,0,0,0,0,1,(A): BOU(A): WHU,0,0,0,0,0,0,0 0,1 0.03,(H): LIV(A): WHU,0,0,0,0,0,0,0 0,1 0.03,,0,0,0,0,0,0,,,(A): MCI(H): BHA,78.42,2.618,0.059000000000000004,0.08399999999999999,0.178,0.122,78.72 75.43,1 0.1
375,Hendrick,3,NEW,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
376,Pope,1,NEW,55,(H): WHU,89.07,4.35,0,0.004,0.453,0.445,89.07,1,(A): BOU(A): WHU,87.97,4.413,0,0.004,0.463,0.431,87.96 88.14,1 0.03,(H): LIV(A): WHU,87.72,3.8949999999999996,0,0.004,0.312,0.41500000000000004,87.72 87.71,1 0.03,,0,0,0,0,0,0,,,(A): MCI(H): BHA,87.01,3.656,0,0.002,0.179,0.356,87.02 86.91,1 0.1
377,Botman,2,NEW,45,(H): WHU,83.29,4.138,0.041,0.032,0.425,0.517,83.29,1,(A): BOU(A): WHU,81.63,4.21,0.044,0.035,0.432,0.517,81.67 80.38,1 0.03,(H): LIV(A): WHU,78.77,3.131,0.037,0.029,0.28200000000000003,0.296,78.76 79,1 0.03,,0,0,0,0,0,0,,,(A): MCI(H): BHA,75.79,2.149,0.025,0.018,0.157,0.135,75.83 75.4,1 0.1
378,Arter,3,NFO,42,(H): LEE,0.06,0.003,0,0,0,0,0.06,1,(A): FUL,0.01,0,0,0,0,0,0.01,1,(H): MCI,0.25,0.011,0,0,0,0,0.25,1,(A): WHU,0.02,0.001,0,0,0,0,0.02,1,(H): EVE,0,0,0,0,0,0,0,1
379,Cook,2,NFO,43,(H): LEE,3.07,0.122,0.001,0.001,0.004,0.005,3.07,1,(A): FUL,3.59,0.128,0.001,0.001,0.004,0.004,3.59,1,(H): MCI,4.06,0.115,0.001,0.001,0.002,0.002,4.06,1,(A): WHU,3.6,0.128,0.001,0.001,0.004,0.004,3.6,1,(H): EVE,3.01,0.135,0.001,0.001,0.005,0.009,3.01,1
380,Lyle Taylor,4,NFO,42,(H): LEE,0.05,0.003,0,0,0,0,0.05,1,(A): FUL,0.02,0.001,0,0,0,0,0.02,1,(H): MCI,0,0,0,0,0,0,0,1,(A): WHU,0,0,0,0,0,0,0,1,(H): EVE,0.01,0.001,0,0,0,0,0.01,1
381,Colback,3,NFO,42,(H): LEE,14.81,0.544,0.006,0.014,0.025,0.019,14.81,1,(A): FUL,14.03,0.498,0.004,0.011,0.017,0.016,14.03,1,(H): MCI,14.8,0.494,0.003,0.008,0.01,0.015,14.8,1,(A): WHU,14.93,0.52,0.004,0.01,0.02,0.017,14.93,1,(H): EVE,12.51,0.469,0.005,0.011,0.026,0.018,12.51,1
382,Samba,1,NFO,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
383,Cafú,3,NFO,42,(H): LEE,0.5,0.025,0,0.001,0,0.001,0.5,1,(A): FUL,0.19,0.009,0,0,0,0,0.19,1,(H): MCI,0.52,0.023,0,0,0,0.001,0.52,1,(A): WHU,0.5,0.023,0,0,0,0.001,0.5,1,(H): EVE,0.19,0.009,0,0,0,0,0.19,1
384,Lolley,3,NFO,49,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
385,McKenna,2,NFO,44,(H): LEE,18.63,0.598,0.005,0.005,0.045,0.032,18.63,1,(A): FUL,16.34,0.453,0.003,0.004,0.03,0.021,16.34,1,(H): MCI,18.77,0.376,0.003,0.003,0.018,0.011,18.77,1,(A): WHU,13.4,0.373,0.002,0.002,0.024,0.017,13.4,1,(H): EVE,17.19,0.675,0.004,0.004,0.059,0.057,17.19,1
386,Dräger,2,NFO,40,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
387,Yates,3,NFO,50,(H): LEE,71.29,2.495,0.099,0.07,0.216,0.097,71.29,1,(A): FUL,82.84,2.603,0.091,0.065,0.192,0.095,82.84,1,(H): MCI,79.59,2.232,0.062,0.043,0.098,0.076,79.59,1,(A): WHU,77.84,2.408,0.075,0.052,0.192,0.086,77.84,1,(H): EVE,76.27,2.72,0.097,0.069,0.329,0.111,76.27,1
388,Worrall,2,NFO,42,(H): LEE,82.45,2.62,0.031,0.021,0.235,0.147,82.45,1,(A): FUL,78.47,2.111,0.024,0.016,0.173,0.099,78.47,1,(H): MCI,74.18,1.327,0.016,0.01,0.084,0.042,74.18,1,(A): WHU,71.91,1.965,0.019,0.012,0.165,0.095,71.91,1,(H): EVE,70.05,2.801,0.024,0.016,0.287,0.232,70.05,1
389,Panzo,2,NFO,40,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
390,Xande Silva,3,NFO,50,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
391,Surridge,4,NFO,47,(H): LEE,3.48,0.279,0.011,0.005,0,0.018,3.48,1,(A): FUL,1.1,0.095,0.003,0.001,0,0.004,1.1,1,(H): MCI,0.8,0.065,0.001,0.001,0,0.002,0.8,1,(A): WHU,0.47,0.041,0.001,0,0,0.002,0.47,1,(H): EVE,0.79,0.071,0.002,0.001,0,0.004,0.79,1
392,Laryea,2,NFO,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
393,Mbe Soh,2,NFO,42,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
394,Johnson,4,NFO,56,(H): LEE,82.48,3.951,0.253,0.214,0,0.538,82.48,1,(A): FUL,74.44,3.105,0.166,0.155,0,0.342,74.44,1,(H): MCI,70.17,2.493,0.111,0.099,0,0.203,70.17,1,(A): WHU,67.01,2.601,0.128,0.118,0,0.247,67.01,1,(H): EVE,67.14,3.014,0.169,0.154,0,0.394,67.14,1
395,Mighten,3,NFO,49,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
396,Ojeda,3,NFO,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
397,Awoniyi,4,NFO,56,(H): LEE,15.73,1.015,0.068,0.033,0,0.135,15.73,1,(A): FUL,21.68,1.267,0.074,0.036,0,0.147,21.68,1,(H): MCI,35.64,1.697,0.088,0.04,0,0.138,35.64,1,(A): WHU,31.76,1.71,0.097,0.045,0,0.182,31.76,1,(H): EVE,32.33,1.971,0.128,0.06,0,0.268,32.33,1
398,Henderson,1,NFO,47,(H): LEE,0,0,0,0,0,0,0,1,(A): FUL,0,0,0,0,0,0,0,1,(H): MCI,4.98,0.182,0,0,0.005,0.016,4.98,1,(A): WHU,22.56,0.882,0,0,0.051,0.088,22.56,1,(H): EVE,38.38,1.74,0,0,0.157,0.188,38.38,1
399,Biancone,2,NFO,42,(H): LEE,0,0,0,0,0,0,0,1,(A): FUL,0,0,0,0,0,0,0,1,(H): MCI,0,0,0,0,0,0,0,1,(A): WHU,0,0,0,0,0,0,0,1,(H): EVE,0,0,0,0,0,0,0,1
400,Walcott,3,SOU,48,(A): BRE,7.1,0.432,0.011,0.009,0.005,0.013,7.1,1,(H): WOL,4.35,0.318,0.008,0.006,0.008,0.011,4.35,1,(A): CHE,4.1,0.274,0.005,0.004,0.003,0.006,4.1,1,(A): LEE,5.15,0.35,0.009,0.007,0.005,0.01,5.15,1,(H): LEI,5.91,0.417,0.013,0.01,0.008,0.019,5.91,1
401,McCarthy,1,SOU,43,(A): BRE,2.39,0.091,0,0,0.005,0.007,2.39,1,(H): WOL,5.9,0.253,0,0,0.021,0.024,5.9,1,(A): CHE,6.26,0.228,0,0,0.009,0.016,6.26,1,(A): LEE,8.73,0.331,0,0,0.018,0.025,8.73,1,(H): LEI,7.69,0.326,0,0,0.027,0.027,7.69,1
402,Romeu,3,SOU,48,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
403,Redmond,3,SOU,53,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
404,Stephens,2,BOU,43,(A): BHA,24.89,0.518,0.004,0.005,0.026,0.014,24.89,1,(H): NEW(H): BHA,24.93,0.634,0.004,0.005,0.04,0.023,24.88 27.66,1 0.02,(A): WOL(H): BHA,25.46,0.707,0.005,0.006,0.048,0.027,25.5 23.64,1 0.02,(H): MCI,29.26,0.565,0.004,0.005,0.023,0.014,29.26,1,(A): ARS(H): BHA,24,0.518,0.003,0.004,0.019,0.012,24.11 22.91,1 0.1
405,S.Armstrong,3,SOU,47,(A): BRE,7.08,0.351,0.009,0.009,0.005,0.014,7.08,1,(H): WOL,17.73,0.893,0.028,0.029,0.035,0.042,17.73,1,(A): CHE,22.77,0.99,0.022,0.023,0.022,0.033,22.77,1,(A): LEE,25.21,1.202,0.036,0.038,0.036,0.052,25.21,1,(H): LEI,24.48,1.3,0.046,0.047,0.053,0.075,24.48,1
406,Elyounoussi,3,SOU,52,(A): BRE,62.11,2.431,0.097,0.079,0.145,0.104,62.11,1,(H): WOL,54.15,2.441,0.108,0.087,0.194,0.131,54.15,1,(A): CHE,48.69,1.777,0.059,0.047,0.078,0.061,48.69,1,(A): LEE,48.65,2.058,0.09,0.071,0.106,0.089,48.65,1,(H): LEI,47.39,2.282,0.11,0.085,0.165,0.137,47.39,1
407,Ward-Prowse,3,SOU,62,(A): BRE,87.36,3.39,0.131,0.179,0.189,0.267,87.36,1,(H): WOL,84.54,3.7,0.15,0.197,0.302,0.368,84.54,1,(A): CHE,82.66,2.731,0.085,0.113,0.129,0.166,82.66,1,(A): LEE,82.6,3.29,0.138,0.173,0.178,0.254,82.6,1,(H): LEI,83.45,3.871,0.172,0.219,0.3,0.405,83.45,1
408,A.Armstrong,4,SOU,54,(A): BRE,33.64,1.647,0.082,0.042,0,0.128,33.64,1,(H): WOL,27.08,1.515,0.082,0.042,0,0.153,27.08,1,(A): CHE,23.99,1.144,0.044,0.022,0,0.065,23.99,1,(A): LEE,22.73,1.26,0.063,0.033,0,0.106,22.73,1,(H): LEI,22.68,1.384,0.079,0.041,0,0.145,22.68,1
409,Walker-Peters,2,SOU,44,(A): BRE,67.34,1.929,0.019,0.047,0.15,0.073,67.34,1,(H): WOL,77.9,3.005,0.027,0.069,0.283,0.17,77.9,1,(A): CHE,74.87,1.72,0.016,0.04,0.119,0.05,74.87,1,(A): LEE,74.9,2.172,0.023,0.06,0.165,0.083,74.9,1,(H): LEI,71.6,2.855,0.029,0.072,0.263,0.176,71.6,1
410,Bednarek,2,SOU,42,(A): BRE,4.51,0.144,0.002,0.001,0.003,0.006,4.51,1,(H): WOL,7.74,0.296,0.003,0.002,0.01,0.018,7.74,1,(A): CHE,6.64,0.188,0.002,0.001,0.004,0.005,6.64,1,(A): LEE,8.51,0.276,0.003,0.002,0.007,0.011,8.51,1,(H): LEI,9.24,0.367,0.005,0.003,0.014,0.026,9.24,1
411,Adams,4,SOU,63,(A): BRE,62.01,2.646,0.154,0.09,0,0.258,62.01,1,(H): WOL,46.84,2.317,0.143,0.083,0,0.283,46.84,1,(A): CHE,39.99,1.605,0.072,0.042,0,0.113,39.99,1,(A): LEE,40.18,1.912,0.11,0.063,0,0.201,40.18,1,(H): LEI,42.22,2.238,0.145,0.084,0,0.285,42.22,1
412,Tella,3,SOU,50,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
413,Lyanco,2,SOU,44,(A): BRE,23.17,0.651,0.007,0.007,0.045,0.024,23.17,1,(H): WOL,21.6,0.787,0.008,0.006,0.067,0.041,21.6,1,(A): CHE,24.36,0.56,0.005,0.004,0.035,0.015,24.36,1,(A): LEE,22.98,0.649,0.008,0.006,0.045,0.024,22.98,1,(H): LEI,22.52,0.848,0.01,0.008,0.072,0.051,22.52,1
414,Valery,2,SOU,40,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
415,Smallbone,3,SOU,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
416,Diallo,3,SOU,42,(A): BRE,21.24,0.847,0.005,0.01,0.028,0.023,21.24,1,(H): WOL,22.74,0.925,0.007,0.013,0.049,0.031,22.74,1,(A): CHE,23.26,0.871,0.004,0.008,0.026,0.021,23.26,1,(A): LEE,21.82,0.862,0.006,0.011,0.03,0.024,21.82,1,(H): LEI,23.38,0.95,0.008,0.015,0.053,0.032,23.38,1
417,Perraud,2,SOU,42,(A): BRE,46.88,1.75,0.029,0.043,0.102,0.083,46.88,1,(H): WOL,41.91,2.054,0.033,0.047,0.135,0.187,41.91,1,(A): CHE,39.21,1.251,0.02,0.027,0.058,0.042,39.21,1,(A): LEE,37.14,1.457,0.028,0.038,0.072,0.069,37.14,1,(H): LEI,38.67,1.961,0.036,0.05,0.121,0.182,38.67,1
418,Djenepo,3,SOU,50,(A): BRE,7.44,0.415,0.008,0.007,0.004,0.013,7.44,1,(H): WOL,7.27,0.425,0.009,0.009,0.007,0.014,7.27,1,(A): CHE,5.16,0.307,0.004,0.004,0.003,0.007,5.16,1,(A): LEE,5.09,0.321,0.006,0.005,0.005,0.009,5.09,1,(H): LEI,6.86,0.421,0.01,0.01,0.007,0.017,6.86,1
419,Livramento,2,SOU,44,(A): BRE,0,0,0,0,0,0,0,1,(H): WOL,0,0,0,0,0,0,0,1,(A): CHE,0,0,0,0,0,0,0,1,(A): LEE,0,0,0,0,0,0,0,1,(H): LEI,1.75,0.073,0.001,0.002,0.002,0.006,1.75,1
420,Salisu,2,SOU,44,(A): BRE,79.01,2.14,0.033,0.022,0.171,0.098,79.01,1,(H): WOL,77.34,2.848,0.04,0.025,0.274,0.187,77.34,1,(A): CHE,75.11,1.612,0.023,0.014,0.115,0.057,75.11,1,(A): LEE,74.55,2.04,0.036,0.022,0.159,0.094,74.55,1,(H): LEI,70.34,2.678,0.042,0.026,0.251,0.193,70.34,1
421,Lis,1,SOU,40,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
422,Bazunu,1,SOU,45,(A): BRE,86.95,3.232,0,0.001,0.186,0.201,86.95,1,(H): WOL,84.1,3.525,0,0.002,0.296,0.273,84.1,1,(A): CHE,83.61,2.984,0,0.001,0.126,0.173,83.61,1,(A): LEE,80.92,3.005,0,0.002,0.171,0.185,80.92,1,(H): LEI,81.77,3.4,0,0.002,0.291,0.228,81.77,1
423,Bella-Kotchap,2,SOU,45,(A): BRE,83.05,2.463,0.045,0.02,0.19,0.104,83.05,1,(H): WOL,79.84,3.206,0.052,0.024,0.298,0.215,79.84,1,(A): CHE,77.25,1.87,0.031,0.015,0.129,0.059,77.25,1,(A): LEE,76.73,2.338,0.047,0.021,0.176,0.098,76.73,1,(H): LEI,76.65,3.168,0.058,0.026,0.289,0.213,76.65,1
424,Caballero,1,SOU,39,(A): BRE,0.66,0.025,0,0,0.001,0.002,0.66,1,(H): WOL,0,0,0,0,0,0,0,1,(A): CHE,0.13,0.005,0,0,0,0,0.13,1,(A): LEE,0.35,0.013,0,0,0.001,0.001,0.35,1,(H): LEI,0.54,0.023,0,0,0.002,0.002,0.54,1
425,Lloris,1,TOT,55,(H): MCI,89,3.213,0,0.001,0.127,0.229,89,1,(A): LEI,88.51,3.64,0,0.002,0.298,0.259,88.51,1,(H): WHU,86.77,3.78,0,0.002,0.356,0.266,86.77,1,(H): CHE,86.79,3.534,0,0.001,0.271,0.28,86.79,1,(A): WOL,87.23,3.582,0,0.001,0.285,0.273,87.23,1
426,Forster,1,TOT,39,(H): MCI,0.96,0.035,0,0,0.001,0.002,0.96,1,(A): LEI,1.49,0.062,0,0,0.005,0.004,1.49,1,(H): WHU,3.23,0.141,0,0,0.013,0.009,3.23,1,(H): CHE,3.03,0.123,0,0,0.009,0.009,3.03,1,(A): WOL,2.59,0.107,0,0,0.008,0.008,2.59,1
427,Kane,4,TOT,117,(H): MCI,84.72,4.501,0.398,0.177,0,0.64,84.72,1,(A): LEI,83.95,5.631,0.563,0.254,0,0.921,83.95,1,(H): WHU,80.86,5.825,0.605,0.272,0,0.949,80.86,1,(H): CHE,80.59,4.921,0.465,0.21,0,0.782,80.59,1,(A): WOL,77.63,4.783,0.453,0.207,0,0.751,77.63,1
428,Son,3,TOT,116,(H): MCI,66.17,3.331,0.187,0.164,0.104,0.224,66.17,1,(A): LEI,59.2,3.764,0.236,0.209,0.205,0.321,59.2,1,(H): WHU,58.2,3.99,0.261,0.23,0.243,0.343,58.2,1,(H): CHE,58.97,3.462,0.204,0.18,0.191,0.288,58.97,1,(A): WOL,57.52,3.416,0.203,0.18,0.194,0.278,57.52,1
429,Doherty,2,TOT,46,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
430,Dier,2,TOT,51,(H): MCI,85.28,1.883,0.025,0.019,0.123,0.083,85.28,1,(A): LEI,81.99,3.028,0.035,0.026,0.278,0.223,81.99,1,(H): WHU,79.91,3.358,0.038,0.028,0.329,0.282,79.91,1,(H): CHE,79.72,2.774,0.029,0.022,0.251,0.187,79.72,1,(A): WOL,78.19,2.811,0.03,0.022,0.257,0.196,78.19,1
431,Lucas Moura,3,TOT,58,(H): MCI,1.4,0.094,0.002,0.002,0.001,0.003,1.4,1,(A): LEI,3.42,0.242,0.008,0.008,0.002,0.013,3.42,1,(H): WHU,5.36,0.371,0.014,0.014,0.003,0.022,5.36,1,(H): CHE,5.49,0.349,0.011,0.012,0.002,0.019,5.49,1,(A): WOL,6.77,0.425,0.015,0.015,0.002,0.025,6.77,1
432,Davies,2,TOT,48,(H): MCI,41.27,0.976,0.011,0.015,0.059,0.043,41.27,1,(A): LEI,42.27,1.616,0.017,0.023,0.139,0.125,42.27,1,(H): WHU,44.72,1.915,0.02,0.027,0.178,0.169,44.72,1,(H): CHE,44.42,1.582,0.016,0.021,0.135,0.11,44.42,1,(A): WOL,47.1,1.712,0.017,0.023,0.15,0.128,47.1,1
433,Højbjerg,3,TOT,55,(H): MCI,82.17,2.384,0.053,0.056,0.122,0.134,82.17,1,(A): LEI,79.18,2.691,0.074,0.077,0.275,0.171,79.18,1,(H): WHU,76.24,2.744,0.08,0.081,0.322,0.177,76.24,1,(H): CHE,77.09,2.505,0.063,0.064,0.249,0.141,77.09,1,(A): WOL,74.36,2.441,0.061,0.064,0.251,0.136,74.36,1
434,Winks,3,TOT,44,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
435,Sánchez,2,TOT,43,(H): MCI,5.84,0.138,0.002,0.001,0.003,0.006,5.84,1,(A): LEI,9.21,0.321,0.005,0.002,0.013,0.025,9.21,1,(H): WHU,9.27,0.354,0.006,0.003,0.015,0.033,9.27,1,(H): CHE,13.16,0.462,0.007,0.003,0.023,0.03,13.16,1,(A): WOL,12.91,0.461,0.006,0.003,0.023,0.032,12.91,1
436,R.Sessegnon,2,TOT,44,(H): MCI,30.21,1.101,0.019,0.034,0.037,0.031,30.21,1,(A): LEI,33.12,1.677,0.029,0.054,0.091,0.105,33.12,1,(H): WHU,31.96,1.772,0.031,0.058,0.101,0.127,31.96,1,(H): CHE,32.75,1.56,0.024,0.045,0.085,0.09,32.75,1,(A): WOL,35.21,1.712,0.026,0.05,0.1,0.106,35.21,1
437,Bergwijn,3,TOT,55,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
438,Reguilón,2,TOT,42,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
439,Tanganga,2,TOT,39,(H): MCI,6.54,0.181,0.002,0.001,0.003,0.005,6.54,1,(A): LEI,8.48,0.315,0.003,0.003,0.011,0.017,8.48,1,(H): WHU,9.93,0.403,0.005,0.003,0.017,0.026,9.93,1,(H): CHE,12.28,0.445,0.004,0.003,0.02,0.02,12.28,1,(A): WOL,13.48,0.504,0.005,0.003,0.024,0.026,13.48,1
440,Bentancur,3,TOT,54,(H): MCI,80.54,2.243,0.031,0.069,0.127,0.115,80.54,1,(A): LEI,75.79,2.489,0.042,0.095,0.272,0.154,75.79,1,(H): WHU,73.91,2.556,0.045,0.103,0.32,0.16,73.91,1,(H): CHE,72.67,2.299,0.035,0.079,0.243,0.129,72.67,1,(A): WOL,71.74,2.285,0.034,0.079,0.25,0.128,71.74,1
