Pos,ID,Name,BV,SV,Team,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
G,675,Smith,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00
M,676,Ozoh,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00
M,677,Hinshelwood,4.5,4.5,Brighton,0,0.00,1,0.08,0,0.00
M,678,Price,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00
M,679,Buonanotte,4.5,4.5,Brighton,45,3.72,45,4.44,40,1.82
M,680,Gakpo,7.7,7.7,Liverpool,69,5.07,64,4.45,62,4.61
M,681,Scarpa,4.6,4.6,Nott'm Forest,2,0.12,2,0.17,4,0.26
F,682,Cunha,5.3,5.3,Wolves,65,2.57,64,3.23,62,2.37
M,683,Kuol,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00
F,684,D.D.Fofana,5.0,5.0,Chelsea,0,0.00,1,0.08,1,0.09
F,685,Butler-Oyedeji,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00
F,686,Simms,4.5,4.5,Everton,2,0.16,4,0.29,5,0.36
M,687,McAteer,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00
M,688,Schade,4.9,4.9,Brentford,50,2.76,52,2.37,49,2.05
D,689,Badiashile,5.0,5.0,Chelsea,51,2.50,25,1.21,19,0.66
F,690,João Félix,7.1,7.1,Chelsea,37,2.60,39,3.75,39,2.16
D,691,Wöber,4.4,4.4,Leeds,85,1.87,81,2.30,76,2.17
M,692,Orsic,5.1,5.1,Southampton,3,0.24,3,0.22,5,0.32
M,693,Alcaraz,5.0,5.0,Southampton,68,2.97,66,2.24,62,2.26
D,694,Álex Moreno,4.5,4.5,Aston Villa,72,3.06,68,1.73,67,2.62
F,695,Adu-Adjei,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00
M,696,Dacosta Gonzalez,4.4,4.4,Bournemouth,0,0.00,0,0.00,0,0.00
F,697,Sadi,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00
M,698,Lemina,4.5,4.5,Wolves,67,1.93,66,2.17,64,1.78
M,699,Mudryk,6.5,6.5,Chelsea,52,3.08,50,4.13,48,2.33
F,700,Rutter,5.0,5.0,Leeds,10,0.62,15,0.90,16,1.01
F,701,Weghorst,5.4,5.4,Man Utd,35,2.30,29,3.80,23,1.66
M,702,Andrey Santos,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00
M,703,Danilo,4.5,4.5,Nott'm Forest,79,2.27,76,2.20,73,2.23
M,704,Sarabia,4.9,4.9,Wolves,32,1.47,34,1.94,34,1.48
M,705,Ouattara,5.0,5.0,Bournemouth,53,2.10,52,1.98,47,1.90
F,706,Pollock,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00
G,707,Sinisalo,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00
M,708,Madueke,5.4,5.4,Chelsea,51,2.73,38,3.12,37,1.73
D,709,Kristiansen,4.5,4.5,Leicester,47,1.08,39,0.89,36,1.46
D,710,Kiwior,4.0,4.0,Arsenal,77,2.76,71,3.25,71,3.66
F,711,Durán,5.5,5.5,Aston Villa,2,0.20,2,0.15,3,0.22
M,712,Perrone,4.4,4.4,Man City,2,0.08,0,0.00,1,0.05
M,713,Danjuma,6.1,6.1,Spurs,13,0.80,17,1.20,19,1.31
F,714,Semenyo,5.0,5.0,Bournemouth,13,0.70,19,1.04,18,1.01
M,715,Tetê,4.9,4.9,Leicester,50,2.21,46,1.92,47,2.46
D,716,Bree,4.5,4.5,Southampton,2,0.10,3,0.09,3,0.11
G,717,Bentley,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00
D,718,Viña,4.5,4.5,Bournemouth,67,2.43,67,1.99,67,2.41
M,719,Ayari,4.5,4.5,Brighton,11,0.90,12,1.07,8,0.38
M,720,McKennie,4.6,4.6,Leeds,65,2.25,68,2.48,65,2.48
M,721,João Gomes,4.5,4.5,Wolves,22,0.83,23,0.91,22,0.81
D,722,Zabarnyi,4.5,4.5,Bournemouth,13,0.39,14,0.35,16,0.47
M,723,H.Traorè,4.5,4.5,Bournemouth,0,0.00,0,0.00,5,0.28
M,724,Enzo,5.0,5.0,Chelsea,80,3.02,78,4.30,74,2.37
M,725,Ahamada,4.5,4.5,Crystal Palace,3,0.16,4,0.21,4,0.24
M,726,Lukic,4.5,4.5,Fulham,24,0.99,31,1.22,34,1.13
D,727,Souttar,4.5,4.5,Leicester,9,0.21,6,0.13,8,0.32
M,728,Sabitzer,4.7,4.7,Man Utd,35,1.83,34,3.39,34,1.83
G,729,Navas,4.5,4.5,Nott'm Forest,89,3.10,88,3.00,86,3.19
D,730,Felipe,4.5,4.5,Nott'm Forest,86,1.88,84,1.55,82,2.19
M,731,Kamaldeen,4.9,4.9,Southampton,43,2.27,41,1.68,39,1.71
F,732,Onuachu,5.3,5.3,Southampton,12,0.85,9,0.52,9,0.58
D,733,Pedro Porro,4.8,4.8,Spurs,79,2.89,75,3.73,72,3.00
M,734,A.Ayew,5.0,5.0,Nott'm Forest,21,1.01,21,1.05,20,1.02
M,735,Marçal-Madivadua,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00
D,736,Offiah,4.0,4.0,Brighton,4,0.18,3,0.24,3,0.08
D,737,Greenwood,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00
D,738,Kinsey-Wellings,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00
G,739,Anang,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00
G,740,Hegyi,3.9,3.9,West Ham,0,0.00,0,0.00,0,0.00
M,741,Miley,4.5,4.5,Newcastle,1,0.08,0,0.00,0,0.00
D,742,Chilokoa-Mullen,4.0,4.0,Leeds,0,0.00,0,0.00,0,0.00
D,743,Monteiro,4.0,4.0,Leeds,0,0.00,0,0.00,1,0.03
D,744,Swinkels,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00
G,745,Zych,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00
D,746,Casey,4.0,4.0,West Ham,0,0.00,0,0.00,1,0.04
G,747,Wickens,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00
M,748,Mundle,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00
G,749,G.Shelvey,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00
D,750,C.Robinson,4.0,4.0,Fulham,0,0.00,0,0.00,2,0.04
D,751,Walters,4.0,4.0,Arsenal,4,0.12,5,0.21,7,0.29
M,752,Olakigbe,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00
G,753,Wright,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00
D,754,Revan,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00
M,755,Patterson,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00
G,756,McGill,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00
D,757,Samuels-Smith,4.0,4.0,Everton,0,0.00,1,0.03,0,0.00
M,758,Abbott,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00
D,759,Jurado,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00
G,760,Lonergan,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00
M,761,O'Reilly,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00
M,762,Peupion,4.5,4.5,Brighton,0,0.00,1,0.07,0,0.00
M,763,Dibley-Dias,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00
G,10023,Alfie Whiteman,99.9,99.9,Spurs,0,0.00,0,0.00,0,0.00
G,10104,Mark Gillespie,99.9,99.9,Newcastle,0,0.00,0,0.00,0,0.00
D,10201,Teden Mengi,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.00
D,10241,Benjamin Mendy,99.9,99.9,Man City,0,0.00,0,0.00,0,0.00
M,10249,Matty Longstaff,99.9,99.9,Newcastle,10,0.98,9,0.50,12,0.53
F,10263,Mason Greenwood,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.00
G,10264,Jed Steer,99.9,99.9,Aston Villa,0,0.00,0,0.00,0,0.00
G,10351,Gabriel Slonina,99.9,99.9,Chelsea,0,0.00,0,0.00,0,0.00
G,10359,Louie Moulden,99.9,99.9,Wolves,0,0.00,1,0.05,1,0.04
