Pos,ID,Name,BV,SV,Team,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,388,Worrall,4.2,4.2,Nott'm Forest,21,0.51,20,0.38,17,0.42,21,0.56,21,0.84,21,0.46,20,0.41,21,0.62
D,389,Panzo,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,390,Xande Silva,5.0,5.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,391,Surridge,4.6,4.6,Nott'm Forest,3,0.20,2,0.15,3,0.22,3,0.25,3,0.23,4,0.26,4,0.27,5,0.33
D,392,Laryea,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,393,Mbe Soh,4.2,4.2,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,394,Johnson,5.7,5.7,Nott'm Forest,85,3.32,83,2.87,76,2.99,77,2.93,75,3.73,77,2.66,73,2.64,75,2.93
M,395,Mighten,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,396,Ojeda,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,397,Awoniyi,5.6,5.6,Nott'm Forest,36,1.89,34,1.56,34,1.75,34,1.72,32,2.05,31,1.44,34,1.59,33,1.67
G,398,Henderson,4.6,4.6,Nott'm Forest,0,0.00,2,0.09,6,0.24,14,0.52,24,1.07,27,0.97,29,1.05,28,1.11
D,399,Biancone,4.2,4.2,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,400,Walcott,4.8,4.8,Southampton,54,2.58,49,1.78,47,2.41,48,1.82,46,2.12,44,2.21,43,1.70,46,1.96
G,401,McCarthy,4.3,4.3,Southampton,2,0.08,5,0.16,5,0.22,8,0.27,5,0.22,5,0.23,7,0.26,8,0.30
M,402,Romeu,4.8,4.8,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,403,Redmond,5.3,5.3,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,404,Stephens,4.3,4.3,Bournemouth,85,1.59,80,2.66,0,0.00,76,2.47,76,1.99,77,2.24,76,1.60,74,2.13
M,405,S.Armstrong,4.7,4.7,Southampton,40,1.85,40,1.48,38,1.89,39,1.48,39,1.75,37,1.79,39,1.52,38,1.60
M,406,Elyounoussi,5.1,5.1,Southampton,57,2.80,53,1.93,52,2.72,50,1.92,49,2.33,53,2.73,51,2.02,51,2.17
M,407,Ward-Prowse,6.3,6.3,Southampton,88,3.52,83,2.42,83,3.64,81,2.51,83,3.22,81,3.45,84,2.62,82,2.87
F,408,A.Armstrong,5.3,5.3,Southampton,19,1.12,18,0.85,21,1.28,22,1.04,22,1.19,22,1.30,26,1.18,23,1.15
D,409,Walker-Peters,4.4,4.4,Southampton,79,2.83,81,1.26,75,2.82,74,1.37,73,2.47,72,2.63,70,1.26,70,1.54
D,410,Bednarek,4.2,4.2,Southampton,84,2.92,81,1.28,79,2.87,79,1.42,76,2.46,75,2.64,74,1.33,75,1.52
F,411,Adams,6.1,6.1,Southampton,6,0.34,33,1.21,52,2.65,54,2.02,66,2.97,63,3.15,62,2.36,60,2.52
M,412,Tella,5.0,5.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,413,Lyanco,4.4,4.4,Southampton,10,0.34,7,0.17,3,0.12,4,0.10,3,0.11,3,0.12,4,0.10,5,0.12
D,414,Valery,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,415,Smallbone,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,416,Diallo,4.2,4.2,Southampton,24,0.95,16,0.64,16,0.66,17,0.66,16,0.68,19,0.78,19,0.73,20,0.79
D,417,Perraud,4.1,4.1,Southampton,65,2.76,71,1.25,62,2.77,62,1.38,58,2.28,56,2.42,55,1.23,57,1.53
M,418,Djenepo,5.0,5.0,Southampton,5,0.31,8,0.39,6,0.40,5,0.30,7,0.41,7,0.43,8,0.39,8,0.41
D,419,Livramento,4.4,4.4,Southampton,0,0.00,0,0.00,0,0.01,1,0.01,5,0.17,13,0.49,14,0.31,14,0.35
D,420,Salisu,4.3,4.3,Southampton,4,0.14,9,0.17,13,0.48,16,0.31,23,0.76,20,0.72,23,0.45,21,0.46
G,421,Lis,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,422,Bazunu,4.5,4.5,Southampton,88,3.56,85,3.00,85,3.47,82,2.87,84,3.31,84,3.39,82,2.87,81,2.86
D,423,Bella-Kotchap,4.5,4.5,Southampton,49,1.91,80,1.29,79,3.11,78,1.47,75,2.62,77,2.91,75,1.39,75,1.69
G,424,Caballero,3.9,3.9,Southampton,0,0.01,0,0.00,0,0.00,0,0.01,0,0.00,1,0.03,1,0.03,0,0.02
G,425,Lloris,5.4,5.4,Spurs,88,4.01,89,3.32,88,3.37,87,3.14,87,4.02,87,3.45,87,3.77,85,3.43
G,426,Forster,3.9,3.9,Spurs,2,0.07,2,0.06,2,0.10,3,0.12,2,0.11,3,0.11,4,0.15,5,0.19
F,427,Kane,11.7,11.7,Spurs,88,6.92,82,4.10,80,4.92,82,4.37,81,5.82,81,4.92,79,5.58,78,5.12
M,428,Son,11.6,11.6,Spurs,72,5.27,72,3.39,69,3.88,69,3.38,68,4.56,68,3.95,68,4.57,67,4.16
D,429,Doherty,4.6,4.6,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,430,Dier,5.1,5.1,Spurs,87,3.95,82,2.16,81,2.43,79,1.79,79,3.63,77,2.53,78,3.23,76,2.66
M,431,Lucas Moura,5.8,5.8,Spurs,0,0.00,0,0.00,18,1.01,19,0.94,16,1.00,12,0.71,13,0.80,12,0.74
D,432,Davies,4.8,4.8,Spurs,0,0.00,3,0.10,22,0.76,27,0.72,44,2.17,52,1.83,52,2.31,55,2.06
M,433,Højbjerg,5.4,5.4,Spurs,87,3.15,86,2.41,84,2.57,82,2.31,79,2.81,81,2.55,79,2.73,78,2.58
M,434,Winks,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,435,Sánchez,4.2,4.2,Spurs,22,1.03,26,0.79,24,0.82,24,0.65,20,0.94,17,0.59,15,0.62,13,0.47
D,436,R.Sessegnon,4.4,4.4,Spurs,0,0.00,0,0.00,6,0.27,12,0.46,28,1.61,41,1.86,43,2.39,45,2.16
M,437,Bergwijn,5.5,5.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,438,Reguilón,4.2,4.2,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,439,Tanganga,3.8,3.8,Spurs,19,0.92,18,0.59,14,0.48,12,0.35,11,0.49,7,0.25,7,0.29,5,0.18
M,440,Bentancur,5.3,5.3,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,441,Skipp,4.3,4.3,Spurs,71,2.29,70,1.87,67,1.89,60,1.63,54,1.76,47,1.43,44,1.43,40,1.27
D,442,Rodon,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,443,Romero,4.9,4.9,Spurs,86,3.60,83,1.93,79,2.14,79,1.57,79,3.31,78,2.32,78,2.98,79,2.52
M,444,Bissouma,4.7,4.7,Spurs,0,0.00,0,0.00,6,0.24,15,0.49,30,1.13,46,1.52,52,1.85,54,1.81
D,445,Emerson Royal,4.8,4.8,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,7,0.28,22,1.13,45,1.94
M,446,Kulusevski,7.8,7.8,Spurs,59,3.24,58,2.26,56,2.53,55,2.23,58,3.05,55,2.54,56,2.88,57,2.76
F,447,Scarlett,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,448,Perišić,5.3,5.3,Spurs,75,4.94,76,2.76,67,3.01,61,2.15,48,3.10,39,1.92,40,2.44,36,1.93
M,449,White,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,450,Sarr,4.2,4.2,Spurs,25,1.22,23,0.93,21,0.93,23,0.93,16,0.77,9,0.41,9,0.44,7,0.35
G,451,Austin,3.9,3.9,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,452,Devine,4.3,4.3,Spurs,0,0.01,1,0.06,1,0.07,1,0.06,1,0.04,0,0.01,0,0.03,0,0.01
F,453,Parrott,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,454,Richarlison,8.4,8.4,Spurs,40,2.50,46,2.04,47,2.40,44,2.08,44,2.57,46,2.36,45,2.58,45,2.48
G,455,Fabianski,4.9,4.9,West Ham,88,3.21,88,3.66,86,3.21,86,6.66,86,3.23,85,3.33,85,3.63,84,3.34
D,456,Ogbonna,4.4,4.4,West Ham,54,1.23,52,1.82,55,1.46,55,2.88,54,1.44,52,1.57,53,2.02,54,1.71
D,457,Cresswell,4.7,4.7,West Ham,31,0.88,33,1.40,32,1.05,33,1.99,35,1.13,35,1.27,35,1.64,35,1.34
F,458,Antonio,7.0,7.0,West Ham,36,1.57,36,1.84,34,1.63,30,2.75,25,1.26,27,1.33,26,1.52,27,1.43
D,459,Dawson,4.8,4.8,Wolves,83,3.23,82,2.69,78,3.46,78,1.80,79,3.00,76,1.55,76,3.33,76,1.34
M,460,Lanzini,5.0,5.0,West Ham,4,0.21,5,0.31,7,0.39,7,0.72,8,0.43,7,0.39,9,0.54,10,0.56
D,461,Zouma,4.4,4.4,West Ham,84,1.94,79,2.89,78,2.15,76,4.04,76,2.12,77,2.43,75,3.05,77,2.53
D,462,Masuaku,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,463,Coufal,4.0,4.0,West Ham,54,1.31,63,2.29,68,1.90,67,3.57,64,1.81,64,2.02,62,2.51,64,2.15
M,464,Benrahma,5.5,5.5,West Ham,56,2.50,54,2.95,55,2.73,53,4.80,53,2.60,49,2.47,51,3.12,49,2.69
M,465,Bowen,8.0,8.0,West Ham,83,3.13,77,3.64,78,3.31,77,5.98,72,3.08,75,3.20,74,3.89,72,3.41
M,466,Vlasic,5.0,5.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,467,Rice,4.7,4.7,West Ham,87,2.32,83,2.56,79,2.29,81,4.46,78,2.24,76,2.24,77,2.55,76,2.32
M,468,Soucek,5.0,5.0,West Ham,73,2.30,74,2.69,71,2.44,70,4.51,69,2.37,70,2.41,70,2.79,66,2.44
M,469,Fornals,4.9,4.9,West Ham,29,1.25,31,1.46,29,1.32,31,2.62,31,1.36,33,1.47,33,1.66,34,1.58
D,470,Diop,4.3,4.3,Fulham,59,1.78,60,2.08,66,1.65,62,2.13,60,2.10,58,1.91,61,2.31,59,1.00
D,471,Johnson,4.4,4.4,West Ham,9,0.23,9,0.29,10,0.27,13,0.67,12,0.34,14,0.46,15,0.57,14,0.46
D,472,Aguerd,4.8,4.8,West Ham,52,1.22,55,2.01,54,1.50,52,2.73,51,1.43,53,1.68,54,2.17,54,1.77
G,473,Areola,4.3,4.3,West Ham,2,0.07,2,0.10,4,0.15,4,0.29,4,0.14,4,0.17,5,0.21,6,0.24
D,474,Boly,4.1,4.1,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,0.10
D,475,Coady,4.8,4.8,Everton,8,0.30,12,0.41,15,0.46,17,0.55,19,0.44,17,0.39,0,0.00,19,0.80
F,476,Jiménez,6.6,6.6,Wolves,17,1.10,18,1.14,20,1.27,20,1.03,22,1.38,20,1.05,20,1.28,22,1.03
D,477,Jonny,4.3,4.3,Wolves,0,0.00,74,2.51,72,3.24,69,1.67,68,2.66,68,1.47,66,2.93,65,1.24
G,478,Sá,5.0,5.0,Wolves,89,3.80,88,3.51,87,3.94,87,3.18,86,3.62,87,3.13,87,3.91,86,3.07
M,479,Dendoncker,4.7,4.7,Aston Villa,34,1.21,31,1.10,31,1.25,20,0.72,15,0.58,12,0.47,12,0.46,14,0.53
M,480,Neves,5.2,5.2,Wolves,0,0.00,83,2.94,82,3.09,81,2.40,80,2.90,81,2.35,77,2.85,77,2.12
M,481,Hwang,5.7,5.7,Wolves,25,1.43,27,1.43,26,1.43,28,1.27,28,1.52,30,1.32,26,1.45,27,1.15
D,482,Semedo,5.0,5.0,Wolves,84,3.12,64,2.11,49,2.14,64,1.49,74,2.72,72,1.46,70,2.96,71,1.31
M,483,Podence,5.2,5.2,Wolves,57,2.82,49,2.38,49,2.55,47,1.95,49,2.46,48,1.95,47,2.40,48,1.80
D,484,Kilman,4.3,4.3,Wolves,86,3.13,81,2.48,77,3.18,75,1.62,78,2.75,76,1.44,76,3.08,77,1.29
M,485,Cundle,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,486,Neto,4.9,4.9,Wolves,35,1.94,27,1.47,27,1.56,31,1.39,30,1.67,31,1.40,33,1.80,33,1.36
D,487,Aït-Nouri,4.2,4.2,Wolves,5,0.23,2,0.08,4,0.19,4,0.12,3,0.11,3,0.10,5,0.21,3,0.09
F,488,Fabio Silva,5.5,5.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,489,Toti,3.8,3.8,Wolves,44,1.73,13,0.44,20,0.87,19,0.46,15,0.57,18,0.39,19,0.81,21,0.41
M,490,Chiquinho,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,491,Adama,5.4,5.4,Wolves,43,2.08,37,1.79,37,1.89,34,1.45,38,1.87,35,1.47,40,2.00,38,1.48
G,492,Šarkić,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,493,Gibbs-White,5.5,5.5,Nott'm Forest,82,3.13,77,2.63,77,2.95,76,2.87,75,3.70,75,2.55,72,2.53,71,2.81
D,494,Mosquera,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,495,Matthews,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,496,Plange,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,497,Adrián,3.8,3.8,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.02,0,0.00,0,0.00
D,498,R.Williams,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,499,Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,500,Van den Berg,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,501,Phillips,3.8,3.8,Liverpool,0,0.00,0,0.01,1,0.03,1,0.06,1,0.07,2,0.07,2,0.09,2,0.09
G,502,Carson,3.8,3.8,Man City,0,0.00,0,0.00,0,0.00,0,0.02,0,0.01,0,0.02,0,0.02,1,0.03
M,503,Moutinho,4.6,4.6,Wolves,40,1.80,27,1.30,27,1.33,29,1.22,28,1.32,30,1.20,30,1.42,29,1.14
D,504,Malacia,4.2,4.2,Man Utd,62,2.87,0,0.00,25,0.91,16,1.31,17,0.71,19,0.91,19,1.64,20,1.00
M,505,Rothwell,4.9,4.9,Bournemouth,38,1.51,35,1.57,42,1.78,37,1.71,38,1.55,40,1.65,37,1.51,40,1.63
M,506,Adams,4.9,4.9,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,11,0.30
D,507,Niakhaté,4.3,4.3,Nott'm Forest,64,1.44,75,1.21,73,1.69,73,1.77,72,2.76,72,1.34,71,1.25,67,1.88
M,508,Sinisterra,6.5,6.5,Leeds,69,3.04,66,3.18,65,3.66,62,3.08,63,2.30,60,2.70,61,2.78,60,2.89
M,509,Downes,4.2,4.2,West Ham,10,0.40,11,0.49,14,0.58,14,1.14,17,0.67,14,0.58,19,0.80,17,0.70
D,510,Hickey,4.9,4.9,Brentford,78,2.76,75,2.86,74,1.90,73,3.45,73,1.50,67,2.75,63,1.66,62,1.47
D,511,Richards,4.4,4.4,Nott'm Forest,0,0.00,0,0.01,1,0.02,1,0.05,2,0.10,3,0.08,5,0.13,3,0.12
M,512,Aribo,5.0,5.0,Southampton,1,0.07,3,0.14,3,0.16,4,0.20,3,0.20,3,0.21,4,0.22,4,0.22
D,513,Lenglet,4.8,4.8,Spurs,73,3.24,71,1.82,63,1.85,63,1.40,54,2.39,54,1.74,50,2.03,48,1.67
M,514,C.Doucouré,5.0,5.0,Crystal Palace,81,2.52,76,2.43,74,2.19,71,2.27,74,2.01,74,2.43,73,2.19,72,2.42
M,515,Lewis-Potter,5.2,5.2,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.14,11,0.52,24,1.10
D,516,Collins,4.3,4.3,Wolves,13,0.51,20,0.68,28,1.24,25,0.63,22,0.86,25,0.57,26,1.14,27,0.53
G,517,Strakosha,4.3,4.3,Brentford,1,0.05,3,0.14,2,0.09,2,0.11,5,0.17,4,0.15,4,0.14,4,0.16
G,518,Hennessey,3.9,3.9,Nott'm Forest,2,0.06,2,0.06,2,0.06,1,0.05,0,0.01,0,0.01,0,0.02,0,0.01
M,519,Eriksen,6.2,6.2,Man Utd,24,1.45,0,0.00,50,2.40,47,4.96,46,2.37,45,2.65,46,4.88,45,2.76
D,520,Koulibaly,5.5,5.5,Chelsea,48,1.54,0,0.00,60,2.69,58,1.32,61,2.56,56,2.92,59,2.76,59,2.16
M,521,Francois,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,522,Spence,4.1,4.1,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,523,Toffolo,4.3,4.3,Nott'm Forest,40,1.16,31,0.69,31,0.96,28,0.89,29,1.35,32,0.83,30,0.76,30,1.05
M,524,O'Brien,4.7,4.7,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,525,Augustinsson,4.3,4.3,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,526,Mee,5.1,5.1,Brentford,87,3.19,85,3.38,84,2.18,84,4.18,82,1.73,80,3.44,80,2.10,81,1.87
M,527,Lingard,5.4,5.4,Nott'm Forest,4,0.28,5,0.33,10,0.54,14,0.69,17,1.00,16,0.78,18,0.87,18,0.92
F,528,Mara,5.3,5.3,Southampton,54,2.64,39,1.55,30,1.69,29,1.23,24,1.28,26,1.47,23,1.09,27,1.28
F,529,Scamacca,6.6,6.6,West Ham,0,0.00,9,0.53,19,0.95,28,2.48,42,1.98,41,1.97,39,2.27,39,2.04
D,530,Richards,4.4,4.4,Crystal Palace,1,0.03,8,0.33,12,0.45,18,0.77,21,0.56,22,1.01,23,0.85,22,1.09
D,531,Vinagre,4.3,4.3,Everton,2,0.10,5,0.18,5,0.17,5,0.20,5,0.15,6,0.18,5,0.20,5,0.22
D,532,Mbabu,4.3,4.3,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,533,Martínez,4.5,4.5,Man Utd,85,3.79,0,0.00,77,2.42,77,5.68,76,2.95,73,3.54,72,5.87,74,3.58
M,534,McNeil,5.1,5.1,Everton,82,3.71,80,3.07,75,2.76,76,3.02,74,2.53,73,2.46,72,2.75,74,3.33
M,535,Tavernier,4.7,4.7,Bournemouth,67,2.39,70,2.99,69,2.88,66,2.99,66,2.50,63,2.46,64,2.42,65,2.49
M,536,Mangala,4.9,4.9,Nott'm Forest,34,1.26,27,1.00,30,1.12,30,1.12,32,1.32,31,1.09,32,1.13,31,1.16
D,537,Kesler Hayden,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,538,Young,4.3,4.3,Aston Villa,75,2.42,69,2.31,60,2.79,46,1.10,33,1.31,23,0.89,26,0.70,25,0.91
D,539,Hill,4.4,4.4,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,540,Stevens,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,541,Dervişoğlu,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,542,Scherpen,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,543,Clarke,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,544,Van Hecke,4.0,4.0,Brighton,16,0.56,0,0.00,13,0.61,17,1.41,16,0.83,18,0.95,14,1.17,16,0.58
D,545,Emerson,4.0,4.0,West Ham,52,1.44,51,2.02,51,1.60,49,2.98,48,1.53,46,1.62,46,2.00,46,1.72
M,546,Harris,4.3,4.3,Fulham,0,0.00,0,0.01,0,0.00,0,0.01,0,0.01,0,0.01,0,0.02,0,0.01
D,547,Drameh,4.0,4.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,548,Iversen,3.8,3.8,Leicester,85,3.04,83,3.48,84,3.14,83,3.50,80,3.07,80,2.86,78,2.79,78,3.18
M,549,Praet,4.8,4.8,Leicester,22,0.94,22,1.13,20,1.02,19,1.01,19,0.97,22,1.05,19,0.85,21,1.09
M,550,Amad,4.4,4.4,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,551,Iqbal,4.2,4.2,Man Utd,0,0.00,0,0.00,0,0.02,0,0.05,0,0.01,0,0.01,0,0.00,0,0.01
M,552,Anderson,4.3,4.3,Newcastle,17,0.71,13,0.59,13,0.55,12,0.62,12,0.53,13,1.10,12,0.64,13,0.54
M,553,Hammond,4.3,4.3,Nott'm Forest,0,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,554,Bryan,5.0,5.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,555,Ashby,3.8,3.8,Newcastle,0,0.00,1,0.02,1,0.03,2,0.06,1,0.02,0,0.03,0,0.01,0,0.01
M,556,Coventry,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,557,Smith,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,558,Bueno,3.8,3.8,Wolves,42,1.87,21,0.85,29,1.42,24,0.79,19,0.83,18,0.58,19,0.91,19,0.55
D,559,Colwill,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,560,Mills,4.3,4.3,Everton,2,0.14,2,0.12,1,0.03,1,0.07,1,0.04,1,0.07,2,0.09,2,0.12
M,561,Warrington,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,562,Solomon,4.9,4.9,Fulham,50,2.07,53,2.52,52,2.10,56,4.04,52,2.50,48,2.09,50,2.23,49,1.75
D,563,Chambers,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,564,Bajcetic,4.4,4.4,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,565,Gray,4.5,4.5,Leeds,0,0.00,0,0.01,0,0.00,0,0.01,0,0.01,0,0.01,0,0.00,0,0.00
M,566,Hodge,4.3,4.3,Wolves,3,0.12,0,0.01,1,0.03,1,0.06,1,0.05,1,0.04,1,0.06,1,0.05
M,567,Ronan,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,568,Campbell,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,569,Garnacho,4.2,4.2,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,3,0.21,10,0.64,18,2.07,21,1.36
M,570,Garner,4.5,4.5,Everton,52,2.18,53,1.93,22,0.81,26,1.01,25,0.88,26,0.91,27,1.02,28,1.22
G,571,Randolph,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.01,1,0.02,1,0.02,1,0.04,1,0.03,1,0.03
M,572,Oko-Flex,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,573,Lewis,3.9,3.9,Man City,23,1.28,0,0.00,24,1.05,26,2.78,24,1.38,25,1.34,25,2.27,27,1.33
G,574,Neto,4.5,4.5,Bournemouth,89,3.17,88,3.65,86,3.49,87,3.52,86,3.25,86,3.34,84,3.07,85,3.31
M,575,Cornet,5.9,5.9,West Ham,12,0.59,14,0.73,13,0.65,14,1.31,14,0.70,15,0.75,15,0.88,16,0.85
D,576,Senesi,4.4,4.4,Bournemouth,58,1.19,78,2.69,79,2.59,77,2.61,74,2.02,73,2.22,72,1.62,73,2.18
M,577,Onana,4.8,4.8,Everton,81,3.22,79,2.74,73,2.35,71,2.47,72,2.17,71,2.12,69,2.33,68,2.67
G,578,Robles,4.0,4.0,Leeds,1,0.04,2,0.08,3,0.12,2,0.06,2,0.08,2,0.08,2,0.09,3,0.13
M,579,Guedes,5.8,5.8,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,580,Damsgaard,5.0,5.0,Brentford,38,1.73,40,1.96,45,1.84,46,2.51,46,1.86,46,2.31,45,1.91,41,1.71
G,581,Smithies,3.9,3.9,Leicester,0,0.00,0,0.01,0,0.00,0,0.00,0,0.00,1,0.02,0,0.01,0,0.01
M,582,Freuler,4.9,4.9,Nott'm Forest,65,1.96,60,1.70,55,1.70,54,1.68,55,1.97,53,1.56,57,1.66,54,1.72
