Pos,ID,Name,BV,SV,Team,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
M,589,Matheus,4.8,4.8,Wolves,66,2.51,66,2.26,62,2.65,60,1.99
G,590,Whitworth,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00
F,591,Ablade,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00
G,592,H.Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00
M,593,Casemiro,4.9,4.9,Man Utd,83,2.66,79,2.85,77,5.21,77,2.90
F,594,Isak,6.9,6.9,Newcastle,67,3.91,59,7.82,58,4.41,63,3.53
D,595,Zanka,3.9,3.9,Brentford,19,0.42,22,0.85,23,0.65,29,0.71
F,596,Ferguson,4.6,4.6,Brighton,21,1.65,34,3.64,38,4.95,37,2.12
F,597,Saydee,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00
D,598,Bevan,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00
M,599,Gomes,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00
M,600,Knight,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00
M,601,Rodney,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00
D,602,Renan Lodi,4.3,4.3,Nott'm Forest,81,3.69,78,2.04,75,1.85,72,2.33
M,603,Paquetá,5.9,5.9,West Ham,70,3.03,67,2.83,65,3.47,64,2.90
M,604,Phillips,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00
D,605,Welch,4.0,4.0,Everton,0,0.00,1,0.03,2,0.04,1,0.04
M,606,Vale,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00
M,607,Smith,4.4,4.4,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00
F,608,Kalajdžić,5.3,5.3,Wolves,0,0.00,0,0.00,0,0.00,0,0.00
M,609,Antony,7.3,7.3,Man Utd,59,2.71,56,2.89,55,5.36,55,3.04
D,610,Akanji,5.0,5.0,Man City,71,3.53,61,2.94,58,4.71,57,2.49
M,611,Gueye,4.8,4.8,Everton,70,1.94,67,1.86,69,2.08,67,2.26
D,612,Faes,4.2,4.2,Leicester,83,2.53,78,1.50,76,1.30,75,2.48
D,613,Kurzawa,4.3,4.3,Fulham,1,0.06,3,0.12,4,0.18,4,0.11
M,614,Willian,5.5,5.5,Fulham,75,4.33,69,3.53,68,3.50,66,2.69
G,615,Kovár,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00
M,616,Zakaria,4.9,4.9,Chelsea,4,0.19,5,0.25,6,0.57,7,0.33
F,617,Aubameyang,8.4,8.4,Chelsea,26,1.75,28,1.97,33,3.32,32,1.80
F,618,Vinícius,5.4,5.4,Fulham,39,2.20,8,0.50,9,0.58,11,0.54
F,619,Gnonto,4.7,4.7,Leeds,35,1.39,37,1.64,40,1.79,42,2.04
M,620,Arthur,4.8,4.8,Liverpool,7,0.39,5,0.29,4,0.23,4,0.24
D,621,Badé,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00
D,622,Larios,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00
D,623,Caleta-Car,4.4,4.4,Southampton,9,0.28,18,0.62,19,0.40,17,0.38
M,624,Edozie,4.6,4.6,Southampton,0,0.00,0,0.00,0,0.00,1,0.11
F,625,Diego Costa,5.3,5.3,Wolves,54,2.53,53,2.21,50,2.63,51,2.02
G,626,Karius,3.9,3.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00
G,627,Jakupović,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00
D,628,Aurier,4.3,4.3,Nott'm Forest,85,3.86,83,2.14,80,1.94,78,2.48
M,629,Traoré,4.3,4.3,Wolves,8,0.31,6,0.23,7,0.28,8,0.30
M,630,Nwaneri,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00
D,631,Sousa,4.0,4.0,Arsenal,0,0.00,1,0.05,2,0.08,2,0.07
M,632,Trevitt,4.4,4.4,Brentford,0,0.00,0,0.00,0,0.00,0,0.00
G,633,Cox,3.9,3.9,Brentford,2,0.06,0,0.00,0,0.00,0,0.00
F,634,Gordon,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00
G,635,Bettinelli,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00
D,636,Parkes,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,1,0.03
D,637,John,3.9,3.9,Everton,0,0.00,1,0.03,2,0.05,0,0.00
D,638,Bogarde,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00
M,639,Braybrooke,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0,0.00
D,640,Turns,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00
M,641,Godo,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00
D,642,Balmer,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00
M,643,Mainoo,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00
G,644,Goodman,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00
D,645,Wormleighton,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.00
D,646,Crama,4.0,4.0,Brentford,0,0.00,1,0.03,1,0.04,2,0.05
M,647,Payne,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00
M,648,Finnigan,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00
G,649,Plain,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00
M,650,Yarmolyuk,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00
M,651,Moran,4.5,4.5,Brighton,2,0.14,2,0.17,3,0.34,3,0.16
D,652,Furlong,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00
M,653,Hutchinson,4.2,4.2,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00
M,654,Wells-Morrison,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00
G,655,Hein,3.9,3.9,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00
G,656,Bishop,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00
F,657,Fraser,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00
M,658,Griffiths,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00,0,0.00
F,659,Mateo Joseph,4.5,4.5,Leeds,0,0.00,0,0.00,1,0.09,2,0.13
F,660,Shoretire,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00
M,661,Hall,4.3,4.3,Chelsea,5,0.27,9,0.42,5,0.47,5,0.26
F,662,Cannon,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00
F,663,Perkins,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00
D,664,Lembikisa,4.0,4.0,Wolves,0,0.00,0,0.00,1,0.05,1,0.03
M,665,Doak,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00
F,666,Dale Taylor,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00
M,667,Sekularac,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00
M,668,Cozier-Duberry,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00
F,669,Mubama,4.5,4.5,West Ham,0,0.00,0,0.00,1,0.11,1,0.11
G,670,Marschall,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00
F,671,Morgan,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00
M,672,Kadan Young,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00
D,673,Humphreys,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00
D,674,Bennett,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00
G,675,Smith,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00
M,676,Ozoh,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00
M,677,Hinshelwood,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00
M,678,Price,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00
M,679,Buonanotte,4.5,4.5,Brighton,41,2.26,39,3.18,37,3.74,35,1.61
M,680,Gakpo,7.7,7.7,Liverpool,66,5.07,63,4.40,62,4.37,61,4.72
M,681,Scarpa,4.6,4.6,Nott'm Forest,2,0.18,3,0.22,4,0.27,4,0.29
F,682,Cunha,5.3,5.3,Wolves,63,3.02,62,2.60,62,3.33,60,2.33
M,683,Kuol,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00
F,684,D.D.Fofana,5.0,5.0,Chelsea,0,0.00,0,0.00,2,0.27,2,0.15
F,685,Butler-Oyedeji,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00
F,686,Simms,4.5,4.5,Everton,4,0.25,5,0.33,6,0.39,7,0.46
M,687,McAteer,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0,0.00
M,688,Schade,4.9,4.9,Brentford,54,2.34,54,2.96,54,2.45,52,2.17
D,689,Badiashile,5.0,5.0,Chelsea,19,0.77,20,1.02,17,0.81,17,0.59
F,690,João Félix,7.2,7.2,Chelsea,26,1.69,31,2.04,35,3.29,32,1.71
D,691,Wöber,4.4,4.4,Leeds,57,0.94,81,1.83,80,2.05,76,2.09
M,692,Orsic,5.1,5.1,Southampton,3,0.20,2,0.16,4,0.26,4,0.27
M,693,Alcaraz,5.0,5.0,Southampton,66,2.61,65,2.80,62,2.10,61,2.22
D,694,Álex Moreno,4.5,4.5,Aston Villa,80,3.62,77,3.33,73,1.83,72,2.74
F,695,Adu-Adjei,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00
M,696,Dacosta Gonzalez,4.4,4.4,Bournemouth,0,0.00,0,0.00,2,0.10,2,0.10
F,697,Sadi,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00
M,698,Lemina,4.5,4.5,Wolves,67,2.16,68,1.95,67,2.29,63,1.79
M,699,Mudryk,6.5,6.5,Chelsea,50,2.69,45,2.71,41,3.50,40,1.94
F,700,Rutter,5.0,5.0,Leeds,14,0.68,17,0.91,22,1.16,22,1.29
F,701,Weghorst,5.4,5.4,Man Utd,18,1.15,21,1.44,22,2.93,21,1.52
M,702,Andrey Santos,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00
M,703,Danilo,4.5,4.5,Nott'm Forest,10,0.49,35,1.23,65,2.02,63,2.07
M,704,Sarabia,5.0,5.0,Wolves,34,1.87,32,1.52,35,2.10,39,1.68
M,705,Ouattara,5.0,5.0,Bournemouth,48,1.96,48,1.94,49,1.97,46,1.90
F,706,Pollock,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00
G,707,Sinisalo,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00
M,708,Madueke,5.4,5.4,Chelsea,56,2.65,42,2.27,28,2.38,30,1.42
D,709,Kristiansen,4.5,4.5,Leicester,45,1.61,42,1.03,38,0.83,40,1.52
D,710,Kiwior,4.0,4.0,Arsenal,76,2.19,72,2.67,70,3.30,64,3.26
F,711,Durán,5.5,5.5,Aston Villa,3,0.22,2,0.22,3,0.21,4,0.29
M,712,Perrone,4.4,4.4,Man City,2,0.10,2,0.10,1,0.11,2,0.07
M,713,Danjuma,6.1,6.1,Spurs,13,0.93,15,0.95,15,1.09,17,1.25
F,714,Semenyo,5.0,5.0,Bournemouth,16,0.91,21,1.12,23,1.21,21,1.14
M,715,Tetê,5.0,5.0,Leicester,44,2.23,42,1.94,42,1.73,41,2.15
D,716,Bree,4.5,4.5,Southampton,0,0.00,1,0.06,1,0.04,0,0.00
G,717,Bentley,4.0,4.0,Wolves,0,0.00,1,0.04,0,0.00,1,0.04
D,718,Viña,4.5,4.5,Bournemouth,63,2.42,59,2.21,59,1.91,58,2.38
M,719,Ayari,4.5,4.5,Brighton,12,0.56,11,0.94,10,0.91,10,0.43
M,720,McKennie,4.6,4.6,Leeds,73,2.06,69,2.28,68,2.31,63,2.34
M,721,João Gomes,4.5,4.5,Wolves,19,0.76,21,0.79,21,0.88,23,0.84
D,722,Zabarnyi,4.5,4.5,Bournemouth,2,0.07,3,0.12,6,0.17,5,0.18
M,723,H.Traorè,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,6,0.30
M,724,Enzo,5.0,5.0,Chelsea,77,2.72,78,3.02,75,4.32,75,2.39
M,725,Ahamada,4.5,4.5,Crystal Palace,2,0.12,3,0.16,3,0.19,4,0.23
M,726,Lukic,4.5,4.5,Fulham,17,0.70,24,0.95,27,1.05,30,1.04
D,727,Souttar,4.5,4.5,Leicester,9,0.31,8,0.19,9,0.18,7,0.25
M,728,Sabitzer,4.7,4.7,Man Utd,30,1.41,29,1.50,33,3.15,31,1.66
G,729,Navas,4.5,4.5,Nott'm Forest,89,3.66,86,3.03,87,2.99,85,3.13
D,730,Felipe,4.5,4.5,Nott'm Forest,87,3.28,83,1.79,78,1.53,79,2.10
M,731,Kamaldeen,4.9,4.9,Southampton,50,2.29,50,2.49,47,1.83,48,2.01
F,732,Onuachu,5.4,5.4,Southampton,9,0.65,12,0.83,13,0.73,14,0.81
D,733,Pedro Porro,4.8,4.8,Spurs,81,3.76,68,2.30,56,2.57,53,2.11
M,734,A.Ayew,5.0,5.0,Nott'm Forest,37,2.05,28,1.25,25,1.17,26,1.25
M,735,Marçal-Madivadua,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0,0.00
D,736,Offiah,4.0,4.0,Brighton,6,0.23,4,0.21,2,0.14,4,0.13
D,737,Greenwood,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00
D,738,Kinsey-Wellings,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00
G,739,Anang,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00
G,740,Hegyi,3.9,3.9,West Ham,0,0.00,0,0.00,0,0.00,0,0.00
M,741,Miley,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00
D,742,Chilokoa-Mullen,4.0,4.0,Leeds,0,0.00,0,0.00,2,0.05,3,0.07
D,743,Monteiro,4.0,4.0,Leeds,0,0.00,0,0.00,3,0.06,3,0.08
D,744,Swinkels,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00
G,745,Zych,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00
D,746,Casey,4.0,4.0,West Ham,3,0.08,3,0.07,3,0.09,2,0.04
G,747,Wickens,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00
M,748,Mundle,4.5,4.5,Spurs,1,0.09,2,0.10,2,0.14,4,0.20
G,749,G.Shelvey,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00
D,750,C.Robinson,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,1,0.02
D,751,Walters,4.0,4.0,Arsenal,0,0.00,2,0.07,3,0.10,4,0.15
M,752,Olakigbe,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00
G,753,Wright,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00
D,754,Revan,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00
M,755,Patterson,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00
G,756,McGill,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00
D,757,Samuels-Smith,4.0,4.0,Everton,0,0.00,1,0.03,2,0.04,0,0.00
M,758,Abbott,4.5,4.5,Spurs,2,0.10,2,0.12,3,0.19,4,0.23
D,759,Jurado,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00
G,760,Lonergan,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00
M,761,O'Reilly,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00
M,762,Peupion,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00
G,10023,Alfie Whiteman,99.9,99.9,Spurs,0,0.00,0,0.00,0,0.00,0,0.00
G,10104,Mark Gillespie,99.9,99.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00
D,10201,Teden Mengi,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00
D,10241,Benjamin Mendy,99.9,99.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00
M,10249,Matty Longstaff,99.9,99.9,Newcastle,6,0.32,3,0.36,3,0.18,4,0.23
F,10263,Mason Greenwood,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00
G,10264,Jed Steer,99.9,99.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00
G,10351,Gabriel Slonina,99.9,99.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00
G,10359,Louie Moulden,99.9,99.9,Wolves,0,0.00,2,0.05,1,0.05,2,0.08
